plot,Rep,Row,Column,taxa,Anthesis,Silking
1001,1,1,1,B97,72,77
1002,1,1,2,NS501,67,68
1003,1,1,3,LH59,71,73
1004,1,1,4,PHRE1,63,62
1005,1,1,5,PHR63,73,78
1006,1,1,6,LH74,71,69
1007,1,1,7,R227,77,81
1008,1,1,8,Pa405,69,72
1009,1,1,9,B85,69,71
1010,1,1,10,B97,72,76
1011,1,1,11,A508,62,61
1012,1,1,12,B97,73,75
1013,1,1,13,N7A,75,78
1014,1,1,14,Mo3,81,83
1015,1,1,15,B97,71,75
1016,1,1,16,6M502A,73,76
1017,1,1,17,A15,59,61
1018,1,1,18,B97,73,76
1019,1,1,19,CO245,60,61
1020,1,1,20,K64,79,79
1021,1,1,21,SD15,69,71
1022,1,1,22,LH260,71,71
1023,1,1,23,CO106,63,65
1024,1,1,24,B68,76,81
1025,1,1,25,NS701,75,77
1026,1,1,26,CML_323,81,86
1027,1,1,27,DKMM402A,72,77
1028,1,1,28,W8555,76,77
1029,1,2,1,DE3,71,73
1030,1,2,2,PHR31,71,73
1031,1,2,3,DK78010,69,71
1032,1,2,4,LH222,66,64
1033,1,2,5,Va99,73,76
1034,1,2,6,GE129,77,83
1035,1,2,7,CL27,57,59
1036,1,2,8,NORTH_7,69,71
1037,1,2,9,78551S,69,69
1038,1,2,10,Sg_18,75,76
1039,1,2,11,H124w,76,76
1040,1,2,12,B73,75,76
1041,1,2,13,F2834T,76,78
1042,1,2,14,CSJ3,56,59
1043,1,2,15,Yong_28,75,77
1044,1,2,16,W810G,73,76
1045,1,2,17,INBRED_309,73,81
1046,1,2,18,B97,72,77
1047,1,2,19,FR19,69,71
1048,1,2,20,NC294,77,81
1049,1,2,21,PHT10,75,76
1050,1,2,22,A239,71,71
1051,1,2,23,A415-1-3_INBRED,77,77
1052,1,2,24,Seagull_Seventeen,72,77
1053,1,2,25,MS116,66,72
1054,1,2,26,DKMBZA,75,78
1055,1,2,27,N501,68,72
1056,1,2,28,Pa392,66,71
1057,1,3,1,K150,71,77
1058,1,3,2,I29,66,68
1059,1,3,3,A635,66,68
1060,1,3,4,W182E,65,67
1061,1,3,5,N192,67,68
1062,1,3,6,DK8M116,76,78
1063,1,3,7,T232,77,78
1064,1,3,8,L_139,68,68
1065,1,3,9,B97,71,73
1066,1,3,10,DE2,73,77
1067,1,3,11,B97,71,75
1068,1,3,12,S_56,57,60
1069,1,3,13,CI_91B,75,77
1070,1,3,14,911,64,66
1071,1,3,15,CI_64,81,81
1072,1,3,16,EP1,61,63
1073,1,3,17,A344,63,63
1074,1,3,18,B106,71,76
1075,1,3,19,B97,71,77
1076,1,3,20,YING-55,66,71
1077,1,3,21,MBST,71,72
1078,1,3,22,CML_154Q,82,83
1079,1,3,23,A321,69,71
1080,1,3,24,H114,73,73
1081,1,3,25,INBRED_100,79,86
1082,1,3,26,J47,75,78
1083,1,3,27,NC364,73,76
1084,1,3,28,87916W,75,78
1085,1,4,1,PHZ51,71,72
1086,1,4,2,S8324,65,67
1087,1,4,3,A627,67,71
1088,1,4,4,MEF156-55-2,62,63
1089,1,4,5,F42,67,67
1090,1,4,6,CML_322,85,86
1091,1,4,7,IBB14,68,69
1092,1,4,8,NK794,69,69
1093,1,4,9,DKFBHJ,71,71
1094,1,4,10,INBRED_321,77,79
1095,1,4,11,CH157,65,66
1096,1,4,12,DKNL001,71,71
1097,1,4,13,ND247,64,67
1098,1,4,14,LH39,69,69
1099,1,4,15,LH212Ht,73,73
1100,1,4,16,NC348,77,77
1101,1,4,17,L317,77,83
1102,1,4,18,B97,73,77
1103,1,4,19,B97,71,77
1104,1,4,20,Mt42,61,63
1105,1,4,21,L_135,65,66
1106,1,4,22,W819G,73,77
1107,1,4,23,B97,71,76
1108,1,4,24,PHP76,69,71
1109,1,4,25,MS24A,66,69
1110,1,4,26,INBRED_109,77,79
1111,1,4,27,ND167,60,61
1112,1,4,28,LH216,75,77
1113,1,5,1,LH132,71,72
1114,1,5,2,PHH93,66,71
1115,1,5,3,4N506,73,73
1116,1,5,4,W603S,69,73
1117,1,5,5,B97,71,76
1118,1,5,6,Mo16W,79,81
1119,1,5,7,FC46,64,71
1120,1,5,8,B97,71,75
1121,1,5,9,PHR62,69,72
1122,1,5,10,SD42,70,72
1123,1,5,11,NQ402,67,71
1124,1,5,12,R101,71,76
1125,1,5,13,B54,69,73
1126,1,5,14,B97,72,77
1127,1,5,15,CA-4,77,77
1128,1,5,16,PHP85,75,76
1129,1,5,17,YE-CHI-HUNG,68,71
1130,1,5,18,B64,76,78
1131,1,5,19,NC230,79,79
1132,1,5,20,IDS28,71,78
1133,1,5,21,W815G,75,77
1134,1,5,22,DK3IIH6,67,68
1135,1,5,23,PHM57,79,79
1136,1,5,24,PHW03,66,65
1137,1,5,25,ND251,61,61
1138,1,5,26,PHB47,73,73
1139,1,5,27,CI_40H,69,71
1140,1,5,28,NC368,77,78
1141,1,6,1,LH217,71,71
1142,1,6,2,T242,65,69
1143,1,6,3,IA2132,62,63
1144,1,6,4,PHHH9,76,79
1145,1,6,5,LP1_NR_Ht,71,74
1146,1,6,6,CO125,64,66
1147,1,6,7,3IJI1,65,67
1148,1,6,8,B104,76,77
1149,1,6,9,NC340,84,87
1150,1,6,10,LH191,71,71
1151,1,6,11,Mo44,77,77
1152,1,6,12,LIBC_4,65,67
1153,1,6,13,B97,71,73
1154,1,6,14,DKIB014,69,71
1155,1,6,15,OQ601,69,71
1156,1,6,16,ND245,61,64
1157,1,6,17,INBRED_141,71,72
1158,1,6,18,Hi26,81,81
1159,1,6,19,LH82,69,69
1160,1,6,20,B97,73,75
1161,1,6,21,LH199,71,72
1162,1,6,22,A258,71,72
1163,1,6,23,T9,55,58
1164,1,6,24,B97,71,75
1165,1,6,25,A71,69,71
1166,1,6,26,LH60,77,77
1167,1,6,27,PHN46,76,77
1168,1,6,28,VaW6,73,77
1169,1,7,1,Ky226,78,81
1170,1,7,2,LH163,69,69
1171,1,7,3,T141,67,69
1172,1,7,4,NP899,71,77
1173,1,7,5,R177,71,78
1174,1,7,6,A663,75,79
1175,1,7,7,6F629,72,77
1176,1,7,8,B97,71,77
1177,1,7,9,H122w,75,77
1178,1,7,10,DK3IBZ2,63,61
1179,1,7,11,PHV57,66,66
1180,1,7,12,B97,71,78
1181,1,7,13,2MCDB,67,67
1182,1,7,14,LH51,65,65
1183,1,7,15,912,66,65
1184,1,7,16,A619,68,68
1185,1,7,17,CL17,58,59
1186,1,7,18,B97,71,75
1187,1,7,19,R134,77,79
1188,1,7,20,W811G,75,78
1189,1,7,21,LH38,69,69
1190,1,7,22,MS153,67,69
1191,1,7,23,CML_228,77,77
1192,1,7,24,Mo1W,75,77
1193,1,7,25,NC232,81,85
1194,1,7,26,38-11,80,84
1195,1,7,27,NC298,80,81
1196,1,7,28,PHJ75,63,65
1197,1,8,1,C49A,61,63
1198,1,8,2,B97,71,75
1199,1,8,3,C42,56,59
1200,1,8,4,PHT73,58,60
1201,1,8,5,B97,71,76
1202,1,8,6,HP301,75,77
1203,1,8,7,Mo5,79,79
1204,1,8,8,H99,71,75
1205,1,8,9,W821G,77,78
1206,1,8,10,52220,76,77
1207,1,8,11,PHR32,75,77
1208,1,8,12,DKF274,73,77
1209,1,8,13,C123,68,68
1210,1,8,14,LH231,70,70
1211,1,8,15,T146,64,65
1212,1,8,16,W604S,69,71
1213,1,8,17,W812G,76,78
1214,1,8,18,LH61,65,67
1215,1,8,19,PHR58,76,77
1216,1,8,20,B97,71,77
1217,1,8,21,Oh40B,73,77
1218,1,8,22,B97,71,76
1219,1,8,23,A672,67,68
1220,1,8,24,INBRED_305,73,77
1221,1,8,25,A96,64,64
1222,1,8,26,N540,79,78
1223,1,8,27,N215,76,77
1224,1,8,28,ND260,64,63
1225,1,9,1,DK6F545,75,75
1226,1,9,2,Ky228,79,86
1227,1,9,3,PHG35,70,73
1228,1,9,4,PHK76,69,69
1229,1,9,5,Sg_1533,81,82
1230,1,9,6,CO255,61,61
1231,1,9,7,Mo7,82,85
1232,1,9,8,PH5HK,71,72
1233,1,9,9,W23,69,72
1234,1,9,10,CH753-4,67,68
1235,1,9,11,B97,71,76
1236,1,9,12,NC328,75,75
1237,1,9,13,B97,71,76
1238,1,9,14,PHB09,71,71
1239,1,9,15,PHV53,76,79
1240,1,9,16,LH198,73,73
1241,1,9,17,ND230,61,61
1242,1,9,18,B77,75,75
1243,1,9,19,A427,73,77
1244,1,9,20,ICI_740,75,75
1245,1,9,21,PHK05,58,59
1246,1,9,22,NC236,79,80
1247,1,9,23,MS1334,63,62
1248,1,9,24,PHK42,69,72
1249,1,9,25,LH57,69,72
1250,1,9,26,IDS91,75,75
1251,1,9,27,Il14H,68,75
1252,1,9,28,LH188,77,77
1253,1,10,1,H84,71,77
1254,1,10,2,CQ702RC,72,75
1255,1,10,3,Mo46,67,71
1256,1,10,4,F115,64,66
1257,1,10,5,B97,71,73
1258,1,10,6,NC356,80,81
1259,1,10,7,PHW51,75,75
1260,1,10,8,LP5,69,71
1261,1,10,9,W64A,67,69
1262,1,10,10,B8,66,67
1263,1,10,11,CO192,63,64
1264,1,10,12,A73,69,71
1265,1,10,13,PHN18,72,75
1266,1,10,14,WIL901,75,75
1267,1,10,15,DK84BRQ4,73,77
1268,1,10,16,B87,71,73
1269,1,10,17,DK78371A,75,75
1270,1,10,18,B97,72,77
1271,1,10,19,L_289,75,75
1272,1,10,20,PHEG9,75,75
1273,1,10,21,LH194,76,76
1274,1,10,22,N199,75,75
1275,1,10,23,DKWDAD1,71,73
1276,1,10,24,4578_INBRED,75,75
1277,1,10,25,IBB15,69,73
1278,1,10,26,PHR61,75,75
1279,1,10,27,2MA22,71,77
1280,1,10,28,R225,80,81
1281,1,11,1,Bei_10_=_North_10,71,73
1282,1,11,2,OQ603,68,69
1283,1,11,3,B97,71,75
1284,1,11,4,CM48,59,59
1285,1,11,5,B97,72,77
1286,1,11,6,N193,69,71
1287,1,11,7,11430,69,71
1288,1,11,8,K41,75,76
1289,1,11,9,LH183,73,73
1290,1,11,10,LH224,71,73
1291,1,11,11,OQ101,64,64
1292,1,11,12,B97,72,77
1293,1,11,13,PHJ89,68,68
1294,1,11,14,Va52,71,76
1295,1,11,15,ZS01250,65,66
1296,1,11,16,LH172,67,69
1297,1,11,17,B14A,73,76
1298,1,11,18,PHTE4,68,68
1299,1,11,19,PHK74,64,65
1300,1,11,20,PHR36,73,75
1301,1,11,21,W32,72,75
1302,1,11,22,PHW06,62,63
1303,1,11,23,A334,64,65
1304,1,11,24,AS6103,75,75
1305,1,11,25,N545,81,81
1306,1,11,26,LH169Ht,69,72
1307,1,11,27,B97,75,75
1308,1,11,28,NC318,81,81
1309,1,12,1,B97,72,77
1310,1,12,2,Ia5125B,66,66
1311,1,12,3,LH160,63,66
1312,1,12,4,N527,71,77
1313,1,12,5,PHN11,66,67
1314,1,12,6,PHEM9,66,66
1315,1,12,7,PHJ65,81,87
1316,1,12,8,N217,77,78
1317,1,12,9,LH211,76,76
1318,1,12,10,B97,71,77
1319,1,12,11,K4,81,81
1320,1,12,12,Va26,73,73
1321,1,12,13,PHT77,69,71
1322,1,12,14,NC306,76,78
1323,1,12,15,ICI_441,71,72
1324,1,12,16,B76,72,73
1325,1,12,17,B97,75,75
1326,1,12,18,B97,75,75
1327,1,12,19,DK84QAB1,75,73
1328,1,12,20,B164,73,76
1329,1,12,21,K47,75,81
1330,1,12,22,Va17,75,77
1331,1,12,23,PHV63,75,75
1332,1,12,24,U_123,62,63
1333,1,12,25,Pa880,76,81
1334,1,12,26,Mo24W,78,83
1335,1,12,27,Va59,75,75
1336,1,12,28,CI_3A,81,83
1337,1,13,1,A679,69,71
1338,1,13,2,CM7,60,61
1339,1,13,3,Il778d,71,75
1340,1,13,4,B97,75,77
1341,1,13,5,R78,75,79
1342,1,13,6,PHK35,72,77
1343,1,13,7,Mo30W,77,
1344,1,13,8,OS602,68,68
1345,1,13,9,LH284,76,76
1346,1,13,10,LH181,71,77
1347,1,13,11,MS142,64,64
1348,1,13,12,E8501,73,77
1349,1,13,13,PHP60,81,83
1350,1,13,14,Hi28,81,91
1351,1,13,15,PHG39,75,77
1352,1,13,16,W8304,75,77
1353,1,13,17,N538,75,77
1354,1,13,18,PHN47,82,86
1355,1,13,19,K155,79,81
1356,1,13,20,NC290A,77,86
1357,1,13,21,B97,73,77
1358,1,13,22,N6,71,77
1359,1,13,23,DE4,73,77
1360,1,13,24,HB8229,79,81
1361,1,13,25,B97,77,78
1362,1,13,26,H52,86,91
1363,1,13,27,G22_T122,61,63
1364,1,13,28,GE54,77,82
1365,1,14,1,NC362,77,79
1366,1,14,2,PHK56,72,73
1367,1,14,3,Pa778,68,71
1368,1,14,4,B-18_INBR.FR.SUPERGOLD,69,77
1369,1,14,5,H110,77,81
1370,1,14,6,PHJ40,63,63
1371,1,14,7,PHVA9,69,69
1372,1,14,8,ND287,64,65
1373,1,14,9,RS_710,63,65
1374,1,14,10,L_155,67,68
1375,1,14,11,DKPB80,77,76
1376,1,14,12,ICI_986,71,72
1377,1,14,13,A662,61,61
1378,1,14,14,ND259,64,65
1379,1,14,15,B108,77,77
1380,1,14,16,PHJR5,71,72
1381,1,14,17,B97,73,77
1382,1,14,18,W605S,71,77
1383,1,14,19,AusTRCF_306238,77,78
1384,1,14,20,WXB6,77,79
1385,1,14,21,CO256,73,78
1386,1,14,22,PHJ70,77,77
1387,1,14,23,Eng-Li_Chih,68,68
1388,1,14,24,LH189Ht,77,81
1389,1,14,25,AS5707,72,73
1390,1,14,26,A682,68,68
1391,1,14,27,MS106,72,75
1392,1,14,28,LH205,71,71
1393,1,15,1,NC13,80,89
1394,1,15,2,LH206,71,71
1395,1,15,3,A155,64,66
1396,1,15,4,PHMK0,81,85
1397,1,15,5,LH149,68,69
1398,1,15,6,W802G,65,66
1399,1,15,7,CQ806,77,77
1400,1,15,8,F44,86,92
1401,1,15,9,LH196,73,72
1402,1,15,10,W24,72,77
1403,1,15,11,A374,68,71
1404,1,15,12,ZS635,71,72
1405,1,15,13,A659,70,73
1406,1,15,14,J8606,73,77
1407,1,15,15,SG_30A,73,72
1408,1,15,16,S8326,75,77
1409,1,15,17,R197,75,75
1410,1,15,18,B97,75,76
1411,1,15,19,T8,81,75
1412,1,15,20,R4,75,81
1413,1,15,21,B97,75,77
1414,1,15,22,P39,68,72
1415,1,15,23,B97,73,77
1416,1,15,24,B97,77,79
1417,1,15,25,MS132,77,77
1418,1,15,26,A322,68,68
1419,1,15,27,Mo47,73,77
1420,1,15,28,N218,77,77
1421,1,16,1,Mp339,84,86
1422,1,16,2,HP72-11,77,81
1423,1,16,3,LH162,65,67
1424,1,16,4,B101,77,81
1425,1,16,5,CM37,60,61
1426,1,16,6,K148,77,81
1427,1,16,7,B97,73,77
1428,1,16,8,L_127,66,67
1429,1,16,9,FBLL,73,73
1430,1,16,10,W602S,69,73
1431,1,16,11,N28,77,77
1432,1,16,12,A12,65,66
1433,1,16,13,LH167,69,69
1434,1,16,14,DK8M129,71,73
1435,1,16,15,NKNP901,71,77
1436,1,16,16,B57,71,77
1437,1,16,17,A674,68,68
1438,1,16,18,NC342,75,77
1439,1,16,19,B97,73,77
1440,1,16,20,B109,78,77
1441,1,16,21,MS222,64,65
1442,1,16,22,Fe,82,83
1443,1,16,23,ND283,69,69
1444,1,16,24,A,68,69
1445,1,16,25,PHBW8,77,77
1446,1,16,26,Yu796_NS,69,71
1447,1,16,27,H49,77,77
1448,1,16,28,LH54,69,71
1449,1,17,1,B97,72,77
1450,1,17,2,MS225,71,78
1451,1,17,3,H91,73,77
1452,1,17,4,PHEW7,72,72
1453,1,17,5,4F-234_BX_4,77,79
1454,1,17,6,Huobai,80,77
1455,1,17,7,NC304,81,86
1456,1,17,8,LH123HT,77,77
1457,1,17,9,PHGG7,64,65
1458,1,17,10,Ky21,81,88
1459,1,17,11,T234,80,86
1460,1,17,12,LH156,77,79
1461,1,17,13,B79,75,75
1462,1,17,14,DK83IBI3,66,69
1463,1,17,15,MBPM,77,77
1464,1,17,16,N28Ht,75,75
1465,1,17,17,B10,77,84
1466,1,17,18,R229,75,77
1467,1,17,19,PHR25,63,63
1468,1,17,20,W814G,73,77
1469,1,17,21,A654,64,64
1470,1,17,22,B97,72,77
1471,1,17,23,ND262,61,60
1472,1,17,24,B97,78,77
1473,1,17,25,Va22,77,79
1474,1,17,26,PHN66,77,77
1475,1,17,27,H71,77,77
1476,1,17,28,B107,71,77
1477,1,18,1,PHN34,77,77
1478,1,18,2,LH218,77,77
1479,1,18,3,PHR55,75,77
1480,1,18,4,LH128,75,77
1481,1,18,5,ND249,61,61
1482,1,18,6,Va14,77,86
1483,1,18,7,CO117,61,63
1484,1,18,8,PHTM9,65,65
1485,1,18,9,Va102,73,77
1486,1,18,10,NC302,77,80
1487,1,18,11,Pa91,77,81
1488,1,18,12,LH200,71,73
1489,1,18,13,W117HT,64,66
1490,1,18,14,DK8F196,73,77
1491,1,18,15,B97,72,77
1492,1,18,16,IDS69,77,81
1493,1,18,17,H113,71,77
1494,1,18,18,W818G,81,85
1495,1,18,19,B97,73,77
1496,1,18,20,Mo13,85,90
1497,1,18,21,MS72,68,73
1498,1,18,22,CML_218,91,93
1499,1,18,23,PHT55,77,79
1500,1,18,24,ND265,67,67
1501,1,18,25,W601S,75,77
1502,1,18,26,WIL500,77,79
1503,1,18,27,A673,65,67
1504,1,18,28,PHN82,71,77
1505,1,19,1,LH190,77,77
1506,1,19,2,B97,73,77
1507,1,19,3,LH175,66,66
1508,1,19,4,B105,71,77
1509,1,19,5,PHP55,69,72
1510,1,19,6,CG10,66,64
1511,1,19,7,787,79,77
1512,1,19,8,NK907,63,64
1513,1,19,9,Oh43,71,72
1514,1,19,10,LH166,68,69
1515,1,19,11,A305,65,66
1516,1,19,12,LH143_(Maintainer),70,71
1517,1,19,13,R181B,72,73
1518,1,19,14,B97,72,77
1519,1,19,15,B97,72,78
1520,1,19,16,B97,72,77
1521,1,19,17,LH193,73,77
1522,1,19,18,PHTD5,64,64
1523,1,19,19,PHBA6,69,71
1524,1,19,20,R71,73,77
1525,1,19,21,KO679Y,81,81
1526,1,19,22,INBRED_2-687,77,79
1527,1,19,23,PHG47,69,72
1528,1,19,24,B97,77,79
1529,1,19,25,NC310,79,79
1530,1,19,26,Wf9,73,77
1531,1,19,27,PHJ31,83,86
1532,1,19,28,B52,79,81
1533,1,20,1,MS200,67,72
1534,1,20,2,R53,64,65
1535,1,20,3,PHM10,72,77
1536,1,20,4,Chi-tan_120,69,72
1537,1,20,5,R30,77,81
1538,1,20,6,NC250,77,77
1539,1,20,7,PHKM5,63,63
1540,1,20,8,CR14,67,67
1541,1,20,9,W182BN,65,66
1542,1,20,10,Mo45,79,79
1543,1,20,11,CI_540,77,83
1544,1,20,12,91IFC2,67,68
1545,1,20,13,NKH8431,69,69
1546,1,20,14,B42,73,77
1547,1,20,15,PHAW6,72,72
1548,1,20,16,B-28,71,77
1549,1,20,17,DE811,78,77
1550,1,20,18,Oh43E,69,73
1551,1,20,19,SD101,71,71
1552,1,20,20,CH711-10,68,71
1553,1,20,21,PHM81,61,60
1554,1,20,22,PHT22,73,77
1555,1,20,23,B97,72,77
1556,1,20,24,PHHB4,73,77
1557,1,20,25,A3G-3-3-1-313,77,78
1558,1,20,26,B97,73,79
1559,1,20,27,2FACC,71,71
1560,1,20,28,MBWZ,77,77
1561,1,21,1,PHP38,73,76
1562,1,21,2,PHG50,69,69
1563,1,21,3,B97,73,76
1564,1,21,4,Pa762,72,73
1565,1,21,5,A401,71,76
1566,1,21,6,PHJ33,71,73
1567,1,21,7,B97,73,77
1568,1,21,8,B97,73,76
1569,1,21,9,LH210,76,76
1570,1,21,10,DKMBUB,76,77
1571,1,21,11,PHW20,68,71
1572,1,21,12,MS226,72,71
1573,1,21,13,Mo39,77,76
1574,1,21,14,WIL900,72,77
1575,1,21,15,B97,73,76
1576,1,21,16,A680,76,76
1577,1,21,17,PHWG5,77,78
1578,1,21,18,LH214,76,77
1579,1,21,19,LH252,79,86
1580,1,21,20,SD44,67,68
1581,1,21,21,A632,72,73
1582,1,21,22,792,71,73
1583,1,21,23,NC350,81,81
1584,1,21,24,DJ7,76,77
1585,1,21,25,H121,76,82
1586,1,21,26,2369,73,76
1587,1,21,27,KUNG-70,72,73
1588,1,21,28,PHW17,73,76
1589,1,22,1,H14,77,89
1590,1,22,2,PHN41,71,71
1591,1,22,3,W22,72,76
1592,1,22,4,AM0776,68,71
1593,1,22,5,PHG29,68,72
1594,1,22,6,ICI_893,77,78
1595,1,22,7,1538,64,65
1596,1,22,8,F7,59,59
1597,1,22,9,PHV07,72,76
1598,1,22,10,LH159,81,85
1599,1,22,11,B97,72,77
1600,1,22,12,NC262,71,78
1601,1,22,13,PHBB3,72,78
1602,1,22,14,Va85,76,76
1603,1,22,15,TZU-CHIAO-HSI-WU_105,76,77
1604,1,22,16,B99,72,79
1605,1,22,17,B97,72,77
1606,1,22,18,B97,73,77
1607,1,22,19,R226,77,79
1608,1,22,20,B97,76,77
1609,1,22,21,DKMBNA,68,73
1610,1,22,22,PHT60,71,72
1611,1,22,23,PHG84,77,81
1612,1,22,24,29MIBZ2,64,67
1613,1,22,25,LH223,68,69
1614,1,22,26,B97,72,76
1615,1,22,27,PHEM7,61,62
1616,1,22,28,CML_108,84,98
1617,1,23,1,NKBCC03,72,77
1618,1,23,2,PHT11,72,73
1619,1,23,3,B75,71,73
1620,1,23,4,LH127,71,71
1621,1,23,5,PHGV6,81,81
1622,1,23,6,DK78002A,71,73
1623,1,23,7,NK740,71,76
1624,1,23,8,PHPR5,71,73
1625,1,23,9,B90,73,76
1626,1,23,10,WU-TAN-TZAO,76,77
1627,1,23,11,CML_91,86,89
1628,1,23,12,LH225,66,68
1629,1,23,13,CO258,76,77
1630,1,23,14,MS224,71,78
1631,1,23,15,B97,76,78
1632,1,23,16,YE_4,73,76
1633,1,23,17,L222,68,68
1634,1,23,18,Huanyao,72,76
1635,1,23,19,PHT47,73,76
1636,1,23,20,B97,73,78
1637,1,23,21,LH164,66,67
1638,1,23,22,A661,63,66
1639,1,23,23,LH184,76,76
1640,1,23,24,SD40,71,77
1641,1,23,25,C103,71,76
1642,1,23,26,CM105,63,64
1643,1,23,27,Va35,73,76
1644,1,23,28,Os420,68,76
1645,1,24,1,N209,73,76
1646,1,24,2,B65,76,76
1647,1,24,3,NQ508,71,73
1648,1,24,4,PHK29,76,77
1649,1,24,5,YELLOW_3-4,67,67
1650,1,24,6,W182B,64,64
1651,1,24,7,PHG80,71,71
1652,1,24,8,PHWRZ,71,71
1653,1,24,9,B46,76,79
1654,1,24,10,B84,76,76
1655,1,24,11,ICI_193,68,71
1656,1,24,12,B91,76,79
1657,1,24,13,B73Htrhm,77,78
1658,1,24,14,Oh7,77,80
1659,1,24,15,NC326,78,79
1660,1,24,16,DKHBA1,76,77
1661,1,24,17,W37A,65,67
1662,1,24,18,A649,63,62
1663,1,24,19,F118,79,79
1664,1,24,20,LH146Ht,67,71
1665,1,24,21,SD102,71,73
1666,1,24,22,PHK46,77,83
1667,1,24,23,LH213,73,78
1668,1,24,24,LH215,71,73
1669,1,24,25,PHG71,69,71
1670,1,24,26,B97,73,76
1671,1,24,27,NC260,76,79
1672,1,24,28,B14,73,79
1673,1,25,1,CML_220,81,83
1674,1,25,2,C68,68,71
